Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2015-11-24,2659,2667.7,2631,2645.8,2648.76221,16666,1335,44144271,3739,22.43,36.7,-13.2
2015-11-23,2573.35,2664.5,2571.8,2637.25,2638.996121,42534,3887,112247061,9064,21.31,92.7,63.9
2015-11-20,2601.2,2638.95,2558,2563.65,2589.468538,46135,3238,119465131,14042,30.44,80.95,-37.55
2015-11-19,2609.9,2683.8,2580,2591.35,2645.305859,62313,5658,164836944,16963,27.22,103.8,-18.55
2015-11-18,2597.75,2604,2556.7,2571.85,2584.397152,18610,1182,48095631,5312,28.54,47.3,-25.9
2015-11-17,2604,2615.55,2574.85,2597.8,2594.250584,13277,1176,34443865,3251,24.49,40.7,-6.2
2015-11-16,2600.7,2643.8,2587,2611.45,2615.044113,11448,1014,29937025,1839,16.06,56.8,10.75
2015-11-13,2660,2664,2600.4,2610.95,2627.614025,5376,739,14126053,939,17.47,63.6,-49.05
2015-11-11,2675,2677.25,2634.4,2644.4,2646.356696,10715,813,28355712,5329,49.73,42.85,-30.6
2015-11-10,2637.9,2666,2605,2657.4,2650.515265,17131,1620,45405977,4124,24.07,61,19.5
2015-11-09,2615,2648.2,2605,2618.5,2620.95791,9242,999,24222893,1340,14.5,43.2,3.5
2015-11-06,2626.05,2666.8,2592.2,2632.9,2644.539086,24625,2221,65121775,5473,22.23,74.6,6.85
2015-11-05,2581,2659,2580,2638.6,2642.434916,29362,1803,77587174,7550,25.71,79,57.6
2015-11-04,2599,2632,2593,2614.4,2615.939384,14699,1689,38451693,2965,20.17,39,15.4
2015-11-03,2549.05,2596.55,2538.4,2583.75,2570.468204,14656,1423,37672782,2514,17.15,58.15,34.7
2015-11-02,2581,2584,2538.6,2549.1,2555.58684,8009,1048,20467695,1290,16.11,45.4,-31.9
2015-10-30,2611,2626.95,2568.05,2585,2602.493518,12650,1396,32921543,2033,16.07,58.9,-26
2015-10-29,2618,2635.95,2605.85,2625.75,2621.891151,7662,1065,20088930,1617,21.1,30.1,7.75
2015-10-28,2618.2,2631.9,2595.5,2623.55,2619.178551,6956,755,18219006,1345,19.34,36.4,5.35
2015-10-27,2619,2642,2587.2,2620.4,2610.522791,32688,1541,85332769,17836,54.56,54.8,1.4
2015-10-26,2590.1,2631,2590,2619.3,2617.971588,12530,1490,32803184,2855,22.79,41,29.2
2015-10-23,2625.35,2644.35,2581,2594.95,2610.993151,16499,1165,43078776,3122,18.92,63.35,-30.4
2015-10-21,2665,2665,2592.2,2619.05,2625.609154,44987,3980,118118279,7128,15.84,72.8,-45.95
2015-10-20,2590.05,2625,2589.05,2605.05,2603.093652,28467,2768,74102267,3176,11.16,35.95,15
2015-10-19,2582,2622,2565,2613.55,2603.853016,15403,1579,40107148,4470,29.02,57,31.55
2015-10-16,2567.45,2598,2559,2586.85,2578.231282,16041,1320,41357408,4308,26.86,39,19.4
2015-10-15,2524,2578.6,2501.1,2567.45,2553.152129,15500,1445,39573858,5280,34.06,77.5,43.45
2015-10-14,2538,2548.5,2493.7,2505.75,2509.806779,10651,1226,26731952,1572,14.76,54.8,-32.25
2015-10-13,2547,2562,2525.05,2538.85,2539.366924,13605,1054,34548087,2693,19.79,36.95,-8.15
2015-10-12,2575,2596.2,2540.1,2547.65,2566.782807,16193,1248,41563914,3414,21.08,56.1,-27.35
2015-10-09,2560,2583,2554.4,2565.25,2568.275039,14867,1062,38182545,1745,11.74,28.6,5.25
2015-10-08,2539,2561.85,2524.65,2539.6,2538.220218,15798,1260,40098803,3253,20.59,37.2,0.6
2015-10-07,2523.6,2554,2495.95,2539.2,2529.725946,24663,2135,62390631,2356,9.55,58.05,15.6
2015-10-06,2515,2550,2512.4,2532.55,2526.902119,22231,1925,56175561,3283,14.77,37.6,17.55
2015-10-05,2439.9,2516,2435.7,2501.65,2478.436169,22207,2096,55038632,6332,28.51,80.3,61.75
2015-10-01,2395,2470.95,2393.6,2413.35,2421.994123,46966,3735,113751376,8583,18.27,77.35,18.35
2015-09-30,2344.4,2410,2313.7,2395.65,2351.481128,20824,2122,48967243,4100,19.69,96.3,51.25
2015-09-29,2350,2370,2305,2331.7,2332.5379,33958,1582,79208322,15150,44.61,65,-18.3
2015-09-28,2400,2400,2339,2350.75,2352.398355,13980,1321,32886529,4143,29.64,61,-49.25
2015-09-24,2387.65,2421,2371,2380.65,2397.707456,12487,1038,29940173,1900,15.22,50,-7
2015-09-23,2386.1,2405,2384.45,2401.3,2394.971373,14357,716,34384604,3564,24.82,20.55,15.2
2015-09-22,2433,2448,2376.65,2386.1,2408.420545,9326,1184,22460930,4021,43.12,71.35,-46.9
2015-09-21,2427.7,2448,2394.65,2424.8,2424.942215,7649,702,18548383,1219,15.94,53.35,-2.9
2015-09-18,2375,2443.5,2375,2428.55,2425.703063,23995,2414,58204745,5531,23.05,68.5,53.55
2015-09-16,2322.25,2379.95,2321.7,2363,2362.363721,22674,2172,53564235,4157,18.33,58.25,40.75
2015-09-15,2350,2350,2307.95,2310.6,2313.877114,35594,1970,82360142,21190,59.53,42.05,-39.4
2015-09-14,2350,2360.45,2322.35,2348.6,2341.224582,7485,646,17524066,2071,27.67,38.1,-1.4
2015-09-11,2349.9,2366.95,2332.9,2342.05,2343.20142,15773,996,36959316,4377,27.75,34.05,-7.85
2015-09-10,2347,2363,2300.05,2343.95,2348.023304,80844,1474,189823596,67294,83.24,62.95,-3.05
2015-09-09,2328.05,2369.8,2328.05,2347.75,2352.561032,14304,1155,33651033,3885,27.16,41.75,19.7
2015-09-08,2292,2330,2286.6,2317.3,2308.067053,17792,1276,41065129,4190,23.55,43.4,25.3
2015-09-07,2293,2312.5,2259.1,2279.8,2279.944541,30383,1677,69271555,13912,45.79,53.4,-13.2
2015-09-04,2330,2336.9,2270,2292.55,2289.099496,30926,2280,70792691,8180,26.45,66.9,-37.45
2015-09-03,2350,2365,2322.9,2329.95,2337.07791,24015,1884,56124926,8171,34.02,42.1,-20.05
2015-09-02,2360.15,2388.4,2302.7,2343.25,2347.727251,47014,3283,110376049,9585,20.39,85.7,-16.9
2015-09-01,2394.95,2395.4,2369.55,2385.3,2381.638847,44178,2354,105216041,31736,71.84,25.85,-9.65
2015-08-31,2399,2411.45,2381.1,2397.35,2394.597961,15695,1249,37583215,4078,25.98,30.35,-1.65
2015-08-28,2418,2432,2381.15,2400.95,2410.822765,29695,2203,71589382,10199,34.35,50.85,-17.05
2015-08-27,2419,2419,2364.5,2380.7,2383.725213,44347,3381,105711062,16304,36.76,54.5,-38.3
2015-08-26,2465,2475,2366.1,2391.95,2402.815187,117183,5038,281569092,82344,70.27,108.9,-73.05
2015-08-25,2475.1,2514.3,2404.15,2477.5,2447.902049,37090,3095,90792687,12044,32.47,110.15,2.4
2015-08-24,2539.95,2539.95,2405,2478.95,2477.064533,262517,4891,650271550,208051,79.25,134.95,-61
2015-08-21,2625,2648.65,2535.1,2559.9,2555.68364,41810,3799,106853133,12429,29.73,113.55,-65.1
2015-08-20,2660,2660,2624.2,2633.9,2640.703883,14447,1565,38150249,3860,26.72,35.8,-26.1
2015-08-19,2645,2705,2617.35,2690,2676.094251,28456,2340,76150938,7951,27.94,87.65,45
2015-08-18,2657.9,2678.7,2634.55,2641.85,2653.492556,11822,977,31369589,2406,20.35,44.15,-16.05
2015-08-17,2682,2720,2642,2653.5,2673.634508,22824,2436,61023034,8324,36.47,78,-28.5
2015-08-14,2640,2722,2640,2714,2689.22599,23147,1872,62247514,5982,25.84,82,74
2015-08-13,2664,2681,2612.25,2643.85,2656.601384,17345,1884,46078751,4877,28.12,68.75,-20.15
2015-08-12,2678,2692,2626.15,2635.35,2653.969948,23859,1952,63321069,6209,26.02,65.85,-42.65
2015-08-11,2704.85,2718.95,2668,2678.7,2700.880074,41809,1485,112921095,28522,68.22,50.95,-26.15
2015-08-10,2673,2728.65,2663.1,2704.85,2702.531701,28185,2337,76170856,7290,25.86,65.55,31.85
2015-08-07,2652.65,2669,2641,2660.5,2657.889468,14005,1086,37223742,3172,22.65,28,7.85
2015-08-06,2665.25,2680.95,2641,2652.65,2655.584945,19489,1425,51754695,4599,23.6,39.95,-12.6
2015-08-05,2644.95,2673.3,2629.75,2660.4,2652.696864,33546,2453,88987369,5479,16.33,43.55,15.45
2015-08-04,2785,2800,2613.8,2624.25,2705.706693,124436,9054,336687318,30027,24.13,186.2,-160.75
2015-08-03,2655,2717,2604.15,2697.85,2664.097079,68635,4335,182850303,5425,7.9,112.85,42.85
2015-07-31,2587.6,2693.5,2587.6,2674.45,2661.332515,22811,2418,60707656,6200,27.18,105.9,86.85
2015-07-30,2565,2626.6,2565,2587.6,2597.798412,15363,1429,39909977,2611,17,61.6,22.6
2015-07-29,2540,2580.3,2505.4,2566.25,2547.594842,22954,1666,58477492,3195,13.92,74.9,26.25
2015-07-28,2600,2629,2519,2531.55,2551.744079,39481,3883,100745408,11051,27.99,110,-68.45
2015-07-27,2715,2738,2597.45,2605.65,2649.696402,21400,2498,56703503,5957,27.84,140.55,-109.35
2015-07-24,2709.5,2747.25,2700,2738.2,2724.804275,14270,1308,38882957,4623,32.4,47.25,28.7
2015-07-23,2706.7,2729.95,2676.3,2714.3,2703.937675,17104,1678,46248150,3292,19.25,53.65,7.6
2015-07-22,2685.95,2720,2678.45,2707.7,2702.858335,12579,1466,33999255,3994,31.75,41.55,21.75
2015-07-21,2662,2695,2662,2685.85,2683.240748,12835,1177,34439395,4839,37.7,33,23.85
2015-07-20,2674.55,2674.55,2654.85,2660.75,2662.313798,8617,1137,22941158,3001,34.83,19.7,-13.8
2015-07-17,2659.95,2678.1,2642.2,2649.8,2659.456367,10382,895,27610476,2682,25.83,35.9,-10.15
2015-07-16,2651,2665.45,2640,2650,2652.442671,13091,1264,34723127,3789,28.94,25.45,-1
2015-07-15,2674.95,2674.95,2653,2660.1,2662.345225,9110,773,24253965,2037,22.36,21.95,-14.85
2015-07-14,2600.65,2658,2596.2,2640.2,2633.624816,37299,2333,98231572,6690,17.94,61.8,39.55
2015-07-13,2572.2,2615,2552.2,2600.65,2579.187223,17172,1602,44289803,1429,8.32,62.8,28.45
2015-07-10,2605.4,2618,2565.15,2572.5,2586.389795,24341,2003,62955314,8514,34.98,52.85,-32.9
2015-07-09,2550,2610,2550,2605.4,2589.753546,20868,1859,54042977,5834,27.96,60,55.4
2015-07-08,2559.65,2581.7,2517.9,2552.95,2560.803477,30597,2633,78352904,7126,23.29,63.8,-6.7
2015-07-07,2612.4,2634.35,2557.05,2562.5,2587.387862,43781,2774,113278428,21026,48.03,77.3,-49.9
2015-07-06,2575,2623.5,2556,2612.4,2604.29062,20501,1824,53390562,6450,31.46,67.5,37.4
2015-07-03,2528.3,2585,2528.3,2577.8,2565.686162,18637,2066,47816693,7977,42.8,56.7,49.5
2015-07-02,2520,2567.3,2520,2532.85,2546.969025,25343,2253,64547836,3776,14.9,47.3,12.85
2015-07-01,2552,2552,2500,2518.8,2515.968475,25948,2072,65284350,5044,19.44,52,-33.2
2015-06-30,2549.8,2551.7,2504,2524.3,2518.662681,13800,1373,34757545,3224,23.36,47.7,-25.5
2015-06-29,2525,2555.45,2503,2538.45,2531.152018,14939,2048,37812880,4030,26.98,52.45,13.45
2015-06-26,2550,2567.3,2522.1,2547,2540.545258,17997,1444,45722193,3436,19.09,45.2,-3
2015-06-25,2525.4,2573,2525.4,2552.05,2553.976732,13538,1406,34575737,2184,16.13,47.6,26.65
2015-06-24,2523.2,2545.25,2513,2521.15,2523.536425,16582,1232,41845281,5061,30.52,32.25,-2.05
2015-06-23,2589.9,2713.7,2516.8,2523.2,2537.731906,20090,1998,50983034,5799,28.87,196.9,-66.7
2015-06-22,2589.5,2589.5,2567.15,2580.6,2579.256181,7928,1010,20448343,2933,37,22.35,-8.9
2015-06-19,2549.9,2578,2535.75,2551.7,2558.120844,17353,1697,44391071,3704,21.35,42.25,1.8
2015-06-18,2540,2547,2516.55,2523.9,2525.861192,128537,2425,324666620,100613,78.28,30.45,-16.1
2015-06-17,2579.85,2579.85,2517,2525.6,2532.589221,26311,1967,66634955,8113,30.84,62.85,-54.25
2015-06-16,2519.9,2555,2500.15,2543.9,2526.829146,9792,912,24742711,3305,33.75,54.85,24
2015-06-15,2500,2530,2497.4,2509.25,2511.174371,12915,1199,32431817,3353,25.96,32.6,9.25
2015-06-12,2502,2522,2485,2506.8,2506.309635,12434,966,31163454,4440,35.71,37,4.8
2015-06-11,2535,2547,2497.25,2503.65,2513.680095,10997,778,27642940,1101,10.01,49.75,-31.35
2015-06-10,2505,2528,2502.4,2516.25,2515.871464,18734,1445,47132336,5524,29.49,25.6,11.25
2015-06-09,2523,2530.8,2490,2501.65,2504.943003,8825,904,22106122,1173,13.29,40.8,-21.35
2015-06-08,2580.55,2596.35,2510,2519.2,2538.109677,11005,1481,27931897,3068,27.88,86.35,-61.35
2015-06-05,2549,2589,2530,2576.85,2564.197679,17235,1381,44193947,3768,21.86,59,27.85
2015-06-04,2597.6,2597.6,2538,2548.4,2550.076544,20916,1761,53337401,6176,29.53,59.6,-49.2
2015-06-03,2610,2630,2568,2578.05,2591.020104,22284,1842,57738292,5686,25.52,62,-31.95
2015-06-02,2700,2700.5,2601.35,2607.85,2629.4694,53006,5466,139377655,17472,32.96,99.15,-92.15
2015-06-01,2680.5,2738.6,2647,2709.7,2698.82345,19949,1886,53838829,5449,27.31,91.6,29.2
2015-05-29,2640,2705,2623.25,2696,2664.155204,33659,4054,89672800,11608,34.49,81.75,56
2015-05-28,2622,2659,2595.1,2641.95,2635.066933,36604,1665,96453990,3031,8.28,63.9,19.95
2015-05-27,2600,2659.95,2593,2605.05,2634.646201,31826,1912,83850250,4071,12.79,66.95,5.05
2015-05-26,2599,2636.15,2587.85,2616.05,2616.607098,18964,1759,49621337,3785,19.96,48.3,17.05
2015-05-25,2601.95,2603.35,2580,2586.85,2589.870924,8096,541,20967595,1684,20.8,23.35,-15.1
2015-05-22,2580,2610,2579,2600.9,2594.525082,11303,886,29325917,2037,18.02,31,20.9
2015-05-21,2579,2613.7,2555.95,2602.5,2588.899893,24244,1575,62765289,3114,12.84,57.75,23.5
2015-05-20,2581.25,2595,2574.35,2579.25,2581.437436,12603,1479,32533856,4040,32.06,20.65,-2
2015-05-19,2519,2608,2519,2575.1,2581.979737,28821,2129,74415238,5492,19.06,89,56.1
2015-05-18,2540,2547.7,2507,2520.6,2519.051696,10581,929,26654086,3360,31.76,40.7,-19.4
2015-05-15,2530,2552.2,2515.5,2528.4,2531.105549,14382,1197,36402360,3047,21.19,36.7,-1.6
2015-05-14,2503,2548,2483.2,2529.95,2528.047237,29553,2736,74711380,6866,23.23,64.8,26.95
2015-05-13,2474.2,2527.45,2474.2,2502.1,2505.29969,63589,6261,159309502,26376,41.48,53.25,27.9
2015-05-12,2399,2494.9,2385.15,2459.9,2455.566644,93332,6985,229182946,13358,14.31,109.75,60.9
2015-05-11,2345,2403.8,2311.4,2384.2,2375.865583,44466,3222,105645239,14273,32.1,92.4,39.2
2015-05-08,2305,2330,2252,2301.55,2284.080327,71719,11378,163811957,15039,20.97,78,-3.45
2015-05-07,2328,2371,2312.75,2354.1,2347.101904,100251,11313,235299313,46930,46.81,58.25,26.1
2015-05-06,2356,2356,2310,2325.95,2326.466497,39280,5490,91383604,17319,44.09,46,-30.05
2015-05-05,2389.55,2390,2340.65,2357.7,2360.136126,31794,3555,75038168,18261,57.44,49.35,-31.85
2015-05-04,2345,2397.95,2334.1,2386,2364.375967,22486,5260,53165358,5045,22.44,63.85,41
2015-04-30,2365.1,2365.1,2324.9,2329.45,2336.058633,155715,8425,363759370,114236,73.36,40.2,-35.65
2015-04-29,2357,2389.7,2340.6,2372.85,2368.397818,28415,5787,67298024,12384,43.58,49.1,15.85
2015-04-28,2303.6,2369.8,2302.1,2356.35,2356.156813,68725,5214,161926877,46998,68.39,67.7,52.75
2015-04-27,2351,2360,2298.45,2324.05,2313.800679,491955,4446,1138285813,464134,94.34,61.55,-26.95
2015-04-24,2385,2394,2325,2352.55,2371.937359,296547,5883,703390908,279727,94.33,69,-32.45
2015-04-23,2410,2426.95,2362,2372.55,2386.762549,25340,4710,60480563,7729,30.5,64.95,-37.45
2015-04-22,2348.45,2417.8,2341.35,2408.6,2381.276993,29452,5938,70133370,12769,43.36,76.45,60.15
2015-04-21,2349.9,2349.9,2294,2329.45,2321.600746,27341,5569,63474886,12437,45.49,55.9,-20.45
2015-04-20,2409.55,2426,2300,2314.7,2341.000148,40606,7625,95058652,17383,42.81,126,-94.85
2015-04-17,2430,2438.1,2383.2,2410.15,2408.418729,33007,5588,79494677,12730,38.57,54.9,-19.85
2015-04-16,2525,2525,2415,2428.85,2451.838615,67968,7555,166646567,33091,48.69,110,-96.15
2015-04-15,2581,2587.05,2505,2523.85,2553.522561,24711,4049,63100096,11942,48.33,82.05,-57.15
2015-04-13,2586,2595.45,2567.85,2580.65,2580.480039,26502,5398,68387882,16259,61.35,27.6,-5.35
2015-04-10,2629,2629,2575,2584.25,2597.544252,383091,9356,995095825,362916,94.73,54,-44.75
2015-04-09,2625,2631,2602.7,2610,2607.296064,84968,3541,221536732,70407,82.86,28.3,-15
2015-04-08,2657.7,2657.7,2600.15,2605.1,2619.596684,17128,2465,44868452,7651,44.67,57.55,-52.6
2015-04-07,2680,2680,2622.2,2640,2643.716468,11981,2224,31674367,2019,16.85,57.8,-40
2015-04-06,2655.5,2678,2634.35,2671.8,2659.981962,13860,2129,36867350,3488,25.17,43.65,16.3
2015-04-01,2633.9,2667.5,2629.2,2655.6,2650.324951,12128,2196,32143141,3469,28.6,38.3,21.7
2015-03-31,2643.55,2657.15,2620.1,2642.6,2641.546512,27434,2820,72468187,15110,55.08,37.05,-0.95
2015-03-30,2580,2662.25,2564.35,2636.55,2621.681739,22425,3570,58791213,7008,31.25,97.9,56.55
2015-03-27,2601.25,2601.25,2556.4,2576.75,2571.807985,27550,3787,70853310,14702,53.36,44.85,-24.5
2015-03-26,2599,2621.9,2577.4,2608.05,2606.353952,22472,4128,58569986,10355,46.08,44.5,9.05
2015-03-25,2623.7,2623.7,2590,2595.6,2597.131049,34445,2336,89458179,26347,76.49,33.7,-28.1
2015-03-24,2644,2645,2601,2607.8,2611.699725,44789,4170,116975419,30341,67.74,44,-36.2
2015-03-23,2610,2644.6,2604.25,2638,2625.181223,12057,2069,31651810,3491,28.95,40.35,28
2015-03-20,2665,2666,2605,2614.8,2628.681089,87896,4538,231050553,71409,81.24,61,-50.2
2015-03-19,2680,2698,2652.3,2665.05,2671.802954,30937,3634,82657568,14735,47.63,45.7,-14.95
2015-03-18,2653,2688.75,2640.05,2674.05,2675.936507,25546,5529,68359474,9646,37.76,48.7,21.05
2015-03-17,2648,2656.5,2634.8,2652.45,2649.526856,27461,2750,72758657,14744,53.69,21.7,4.45
2015-03-16,2615.25,2645,2600.75,2629.65,2620.559257,20774,2733,54439498,5771,27.78,44.25,14.4
2015-03-13,2660,2660,2604.05,2609.5,2620.981922,36951,4456,96847903,17837,48.27,55.95,-50.5
2015-03-12,2621,2647.45,2616.85,2642.65,2639.893255,166191,3883,438726500,153247,92.21,30.6,21.65
2015-03-11,2616,2624.2,2595,2617,2612.943332,29805,4440,77878776,12058,40.46,29.2,1
2015-03-10,2601,2626,2600,2620.55,2617.120133,44376,6743,116137323,19125,43.1,26,19.55
2015-03-09,2607.95,2607.95,2574,2599.65,2591.338078,21989,3426,56980933,7463,33.94,33.95,-8.3
2015-03-05,2629.4,2634,2591,2608.1,2604.674024,48976,6840,127566515,17834,36.41,43,-21.3
2015-03-04,2640,2675.45,2611,2621.4,2646.823955,54486,4899,144214850,31086,57.05,64.45,-18.6
2015-03-03,2626,2650,2600.05,2636.95,2629.906736,28146,4315,74021355,9741,34.61,49.95,10.95
2015-03-02,2687,2703.25,2616.4,2624.75,2637.889417,45016,5394,118747230,19550,43.43,86.85,-62.25
2015-02-28,2673.95,2699.4,2641.8,2682.65,2663.288939,33052,5092,88027026,7700,23.3,57.6,8.7
2015-02-27,2630,2679.6,2630,2670.35,2664.398226,70691,8184,188348975,41137,58.19,49.6,40.35
2015-02-26,2630.1,2633.65,2602.2,2625.65,2620.311591,44398,5191,116336594,21006,47.31,31.45,-4.45
2015-02-25,2670,2670,2615.1,2625.55,2634.697414,30745,4295,81003772,11883,38.65,54.9,-44.45
2015-02-24,2655.4,2670,2641,2651.2,2654.970265,41298,3678,109644962,18103,43.84,29,-4.2
2015-02-23,2660,2665,2630.15,2646.8,2645.409593,32713,5054,86539284,13632,41.67,34.85,-13.2
2015-02-20,2665,2682.5,2648,2659.85,2668.171548,62350,5955,166360496,33842,54.28,34.5,-5.15
2015-02-19,2677,2701.85,2651.1,2667.2,2675.568704,80497,9489,215375254,23804,29.57,50.75,-9.8
2015-02-18,2715,2748,2645.05,2663.45,2681.700558,906483,41653,2430915967,191831,21.16,102.95,-51.55
2015-02-16,2830,2859.9,2793.05,2806.25,2814.516852,19464,3857,54781756,7759,39.86,66.85,-23.75
2015-02-13,2845,2869.1,2814.8,2852.5,2842.520847,21154,3622,60130686,5677,26.84,54.3,7.5
2015-02-12,2760,2817,2760,2805.35,2799.680875,35074,5634,98196007,15651,44.62,57,45.35
2015-02-11,2724.35,2769,2700,2752.45,2736.43383,43464,5628,118936360,20095,46.23,69,28.1
2015-02-10,2714.15,2750,2690.25,2720.65,2714.005923,191966,9307,520996861,157883,82.25,59.75,6.5
2015-02-09,2767,2767,2705.2,2728.5,2726.910648,34851,5751,95035563,12711,36.47,61.8,-38.5
2015-02-06,2855,2855,2772.5,2779.5,2788.802749,66504,7463,185466538,28189,42.39,82.5,-75.5
2015-02-05,2829,2857.6,2825.25,2847.05,2844.596122,64782,4753,184278626,45596,70.38,32.35,18.05
2015-02-04,2780,2863,2753.85,2829.9,2794.563154,69418,8429,193992985,22104,31.84,109.15,49.9
2015-02-03,2848.65,2855.85,2793.6,2812.35,2813.564134,67234,6428,189167171,32176,47.86,62.25,-36.3
2015-02-02,2874.5,2889.4,2815,2834.4,2843.326794,23143,4160,65803112,7544,32.6,74.4,-40.1
2015-01-30,2889.85,2937,2860.05,2869.55,2905.296063,26214,5073,76159431,5833,22.25,76.95,-20.3
2015-01-29,2864.5,2889.6,2863.55,2875.4,2880.288189,15528,2533,44725115,5702,36.72,26.05,10.9
2015-01-28,2862.25,2895,2842.2,2865.45,2869.061804,19837,5358,56913579,8572,43.21,52.8,3.2
2015-01-27,2880,2880,2822.05,2856.7,2842.932852,17320,4549,49239597,7616,43.97,57.95,-23.3
2015-01-23,2844,2893.5,2844,2859.65,2866.434498,21549,4124,61768797,8364,38.81,49.5,15.65
2015-01-22,2920,2920,2815.6,2838.15,2855.0272,38052,6423,108639495,13533,35.56,104.4,-81.85
2015-01-21,2830,2895.75,2830,2876.5,2858.824562,35779,6760,102285884,17309,48.38,65.75,46.5
2015-01-20,2859,2860,2797.2,2827.7,2824.009401,38720,8281,109345644,19272,49.77,62.8,-31.3
2015-01-19,2900,2920.55,2835,2841.75,2865.565498,31963,6139,91592070,18489,57.85,85.55,-58.25
2015-01-16,2942,2954.75,2892,2896.85,2913.239994,32980,6813,96078655,18554,56.26,62.75,-45.15
2015-01-15,2915.05,2965,2915.05,2950.25,2945.425987,17524,2576,51615645,6266,35.76,49.95,35.2
2015-01-14,2882.55,2922,2882.55,2905.2,2898.807332,41818,6790,121222325,22478,53.75,39.45,22.65
2015-01-13,2925,2957.75,2887.25,2893.7,2913.775711,31553,6970,91938365,13311,42.19,70.5,-31.3
2015-01-12,2990.25,2990.25,2925.65,2936.2,2949.548797,22901,3979,67547617,9013,39.36,64.6,-54.05
2015-01-09,3000,3010,2968.55,2993.15,2991.347605,16513,3060,49396123,6163,37.32,41.45,-6.85
2015-01-08,2980,2998.65,2954.05,2984.45,2976.153514,28043,4622,83460273,11150,39.76,44.6,4.45
2015-01-07,3005,3019.8,2967.05,2977.1,2987.555679,16164,3841,48290850,3726,23.05,52.75,-27.9
2015-01-06,3100,3100,3001.05,3011.8,3043.406582,20237,4573,61589419,6800,33.6,98.95,-88.2
2015-01-05,3100,3149.2,3098.55,3118.65,3127.45254,29509,3586,92287997,8041,27.25,50.65,18.65
2015-01-02,3110,3117.8,3092.55,3097.75,3103.053846,9620,1976,29851378,2108,21.91,25.25,-12.25
2015-01-01,3100,3121.9,3081.6,3107.3,3101.60945,9228,1550,28621652,2482,26.9,40.3,7.3
